date,Time,Count15,Count30,Count60,weekday,zone,timestamp,sequence,tag,lane,speed(kph),average_speed(kph),direction,class_number,class_name,axle_count,wheelbase(m),length(m),presence,width(m),distance(m),min_distance(m),max_distance(m),VC15,VC30,VC60
2/8/2014,10:44:35 AM,16:03:20,22:03:20,10:03:20,Saturday,,1391856275,,,Lane 1,90.5,90.5,>,1,Short Vehicle,2,2.777,,,13.1,31.7,24.8,38.6,0,0,587
2/8/2014,10:45:09 AM,16:18:20,22:33:20,11:03:20,Saturday,,1391856309,,,Lane 1,104.3,104.3,>,1,Short Vehicle,2,2.848,,,15.2,30.9,23.1,38.6,0,0,806
2/8/2014,10:45:17 AM,16:33:20,23:03:20,12:03:20,Saturday,,1391856317,,,Lane 2,147.3,147.9,>,1,Short Vehicle,2,2.843,,,12.9,62.1,55.6,68.6,0,0,1058
2/8/2014,10:45:33 AM,16:48:20,23:33:20,13:03:20,Saturday,,1391856333,,,Lane 1,120.1,120.1,>,1,Short Vehicle,2,2.853,,,10.4,38.2,32.6,43.8,0,0,1102
2/8/2014,10:45:45 AM,17:03:20,0:03:20,14:03:20,Saturday,,1391856345,,,Lane 2,151.5,151.5,>,1,Short Vehicle,2,2.966,,,13.2,59.5,52.5,66.4,0,0,1026
2/8/2014,10:45:55 AM,17:18:20,0:33:20,15:03:20,Saturday,,1391856355,,,Lane 2,133.3,133.3,>,1,Short Vehicle,2,3.024,,,15.7,56.8,48.8,64.7,0,0,958
2/8/2014,10:45:58 AM,17:33:20,1:03:20,16:03:20,Saturday,,1391856358,,,Lane 2,115.7,115.6,>,1,Short Vehicle,2,2.937,,,14,60.8,53.3,68.3,0,0,910
2/8/2014,10:46:13 AM,17:48:20,1:33:20,17:03:20,Saturday,,1391856373,,,Lane 2,121.6,121.6,>,1,Short Vehicle,2,2.863,,,15.2,45.6,38,53.2,0,0,1060
2/8/2014,10:47:22 AM,18:03:20,2:03:20,18:03:20,Saturday,,1391856442,,,Lane 1,84.5,84.3,>,1,Short Vehicle,2,2.571,,,12.9,28.6,22.1,35.2,0,0,1082
2/8/2014,10:47:34 AM,18:18:20,2:33:20,19:03:20,Saturday,,1391856454,,,Lane 1,103.3,103.2,>,1,Short Vehicle,2,2.957,,,12.5,31.6,25.1,38.1,0,0,750
2/8/2014,10:47:49 AM,18:33:20,3:03:20,20:03:20,Saturday,,1391856469,,,Lane 1,91.5,91.4,>,3,Two Axle Truck or Bus,2,3.371,,,14.9,28.2,20.4,35.9,0,0,369
2/8/2014,10:48:15 AM,18:48:20,3:33:20,21:03:20,Saturday,,1391856495,,,Lane 1,88.6,88.5,>,1,Short Vehicle,2,2.459,,,12.6,32,25.7,38.4,0,0,135
2/8/2014,10:48:19 AM,19:03:20,4:03:20,22:03:20,Saturday,,1391856499,,,Lane 1,84.7,84.8,>,3,Two Axle Truck or Bus,2,3.35,,,15,25.8,18.2,33.5,0,0,132
2/8/2014,10:48:34 AM,19:18:20,4:33:20,23:03:20,Saturday,,1391856514,,,Lane 1,74.5,74.3,>,3,Two Axle Truck or Bus,2,3.358,,,14.8,27.3,19.4,35.2,0,0,0
2/8/2014,10:49:45 AM,19:33:20,5:03:20,0:03:20,Saturday,,1391856585,,,Lane 1,76.4,76.4,>,1,Short Vehicle,2,2.635,,,14.7,31.4,23.6,39.3,0,0,35
2/8/2014,10:50:11 AM,19:48:20,5:33:20,1:03:20,Saturday,,1391856611,,,Lane 2,121.2,121.1,>,1,Short Vehicle,2,2.603,,,13.6,55.4,48.5,62.2,0,0,145
2/8/2014,10:51:03 AM,20:03:20,6:03:20,2:03:20,Saturday,,1391856663,,,Lane 2,117.6,117.7,>,3,Two Axle Truck or Bus,2,3.309,,,15.7,63,55.1,70.9,0,0,278
2/8/2014,10:51:23 AM,20:18:20,6:33:20,3:03:20,Saturday,,1391856683,,,Lane 2,133.8,133.7,>,1,Short Vehicle,2,2.857,,,12.9,58.6,51.4,65.9,0,0,383
2/8/2014,10:51:25 AM,20:33:20,7:03:20,4:03:20,Saturday,,1391856685,,,Lane 1,71.9,72,>,7,Four Axle Articulated,4,11.821,,,19.5,25.5,14.6,36.3,0,0,219
2/8/2014,10:51:34 AM,20:48:20,7:33:20,5:03:20,Saturday,,1391856694,,,Lane 2,116.9,116.9,>,1,Short Vehicle,2,2.722,,,13.7,53.2,46.2,60.3,0,0,177
2/8/2014,10:52:02 AM,21:03:20,8:03:20,6:03:20,Saturday,,1391856722,,,Lane 1,71.8,71.8,>,1,Short Vehicle,2,3.092,,,13.1,30.4,23.4,37.3,0,0,181
2/8/2014,10:52:14 AM,21:18:20,8:33:20,7:03:20,Saturday,,1391856734,,,Lane 2,115.9,115.9,>,1,Short Vehicle,2,2.848,,,14,58.2,51.1,65.4,0,0,204
2/8/2014,10:52:32 AM,21:33:20,9:03:20,8:03:20,Saturday,,1391856752,,,Lane 1,73.3,73.2,>,1,Short Vehicle,2,3.187,,,14.4,30.6,23.2,37.9,0,0,198
2/8/2014,10:52:42 AM,21:48:20,9:33:20,9:03:20,Saturday,,1391856762,,,Lane 2,124.3,124.4,>,1,Short Vehicle,2,3.073,,,15.7,59.3,51.4,67.2,0,0,172
2/8/2014,10:52:58 AM,22:03:20,10:03:20,10:03:20,Saturday,,1391856778,,,Lane 2,138.5,138.6,>,1,Short Vehicle,2,3.081,,,16.3,57.5,49.2,65.8,0,0,563
2/8/2014,10:54:22 AM,22:18:20,10:33:20,11:03:20,Saturday,,1391856862,,,Lane 2,98.9,98.7,>,1,Short Vehicle,2,2.75,,,9,61.3,54.6,68,0,0,806
2/8/2014,10:54:29 AM,22:33:20,11:03:20,12:03:20,Saturday,,1391856869,,,Lane 2,97.4,97.6,>,1,Short Vehicle,2,2.592,,,13.7,62.6,55.6,69.6,0,0,1058
2/8/2014,10:54:33 AM,22:48:20,11:33:20,13:03:20,Saturday,,1391856873,,,Lane 1,79,79,>,1,Short Vehicle,2,2.429,,,13.1,29.8,23.1,36.5,0,0,1102
2/8/2014,10:55:23 AM,23:03:20,12:03:20,14:03:20,Saturday,,1391856923,,,Lane 1,111.6,111.6,>,1,Short Vehicle,2,3.08,,,14.1,29.4,22.3,36.6,0,0,1026
2/8/2014,10:56:03 AM,23:18:20,12:33:20,15:03:20,Saturday,,1391856963,,,Lane 1,80.3,80.3,>,1,Short Vehicle,2,2.604,,,13.4,31.9,25.1,38.7,0,0,958
2/8/2014,10:56:25 AM,23:33:20,13:03:20,16:03:20,Saturday,,1391856985,,,Lane 2,104.2,104.2,>,1,Short Vehicle,2,2.842,,,15.2,45.7,38,53.4,0,0,910
2/8/2014,10:56:31 AM,23:48:20,13:33:20,17:03:20,Saturday,,1391856991,,,Lane 2,120.4,120.5,>,1,Short Vehicle,2,2.614,,,13.8,60.5,53.3,67.7,0,0,1060
2/8/2014,10:57:31 AM,0:03:20,14:03:20,18:03:20,Saturday,,1391857051,,,Lane 1,124.8,124.9,>,1,Short Vehicle,2,2.845,,,14.7,39.4,31.6,47.2,0,0,1082
2/8/2014,10:57:37 AM,0:18:20,14:33:20,19:03:20,Saturday,,1391857057,,,Lane 2,112.3,112.3,>,1,Short Vehicle,2,2.851,,,12,62.3,56.2,68.4,0,0,750
2/8/2014,10:57:38 AM,0:33:20,15:03:20,20:03:20,Saturday,,1391857058,,,Lane 1,104.8,105,>,1,Short Vehicle,2,2.635,,,13.3,31.5,24.8,38.2,0,0,369
2/8/2014,10:57:40 AM,0:48:20,15:33:20,21:03:20,Saturday,,1391857060,,,Lane 2,127.1,127,>,1,Short Vehicle,2,2.856,,,9.6,65.9,58.6,73.2,0,0,135
2/8/2014,10:58:04 AM,1:03:20,16:03:20,22:03:20,Saturday,,1391857084,,,Lane 2,121.5,121.3,>,1,Short Vehicle,2,2.85,,,14.4,58,50.7,65.2,0,0,132
2/8/2014,10:58:13 AM,1:18:20,16:33:20,23:03:20,Saturday,,1391857093,,,Lane 2,115.4,115.5,>,1,Short Vehicle,2,2.853,,,13.4,60.6,53.2,68.1,0,0,0
2/8/2014,10:58:14 AM,1:33:20,17:03:20,0:03:20,Saturday,,1391857094,,,Lane 1,96.4,96.5,>,1,Short Vehicle,2,2.865,,,14.8,31.3,23.7,38.9,0,0,35
2/8/2014,10:58:22 AM,1:48:20,17:33:20,1:03:20,Saturday,,1391857102,,,Lane 1,80.7,80.7,>,3,Two Axle Truck or Bus,2,3.355,,,15.2,27.4,19.5,35.4,0,0,145
2/8/2014,10:58:29 AM,2:03:20,18:03:20,2:03:20,Saturday,,1391857109,,,Lane 1,73.9,74,>,3,Two Axle Truck or Bus,2,3.356,,,16.1,27.8,19.3,36.3,0,0,278
2/8/2014,10:59:48 AM,2:18:20,18:33:20,3:03:20,Saturday,,1391857188,,,Lane 2,102.8,102.7,>,1,Short Vehicle,2,2.698,,,14.6,53.2,45.7,60.7,0,0,383
2/8/2014,11:00:18 AM,2:33:20,19:03:20,4:03:20,Saturday,,1391857218,,,Lane 2,83.7,83.6,>,1,Short Vehicle,2,3.081,,,15.6,60.8,52.8,68.8,0,0,219
2/8/2014,11:00:25 AM,2:48:20,19:33:20,5:03:20,Saturday,,1391857225,,,Lane 1,92.1,92.2,>,3,Two Axle Truck or Bus,2,3.351,,,15.4,24.5,16.5,32.5,0,0,177
2/8/2014,11:00:47 AM,3:03:20,20:03:20,6:03:20,Saturday,,1391857247,,,Lane 1,77.9,77.6,>,3,Two Axle Truck or Bus,2,3.213,,,14.2,30,22.6,37.4,0,0,181
2/8/2014,11:00:51 AM,3:18:20,20:33:20,7:03:20,Saturday,,1391857251,,,Lane 2,101.5,101.4,>,1,Short Vehicle,2,3.079,,,15.4,60.7,52.9,68.5,0,0,204
2/8/2014,11:01:25 AM,3:33:20,21:03:20,8:03:20,Saturday,,1391857285,,,Lane 2,134.3,134.5,>,1,Short Vehicle,2,3.068,,,15.8,57.4,49.3,65.4,0,0,198
2/8/2014,11:01:31 AM,3:48:20,21:33:20,9:03:20,Saturday,,1391857291,,,Lane 1,85.2,85.4,>,1,Short Vehicle,2,2.95,,,13.2,32.2,25.5,39,0,0,172
2/8/2014,11:01:32 AM,4:03:20,22:03:20,10:03:20,Saturday,,1391857292,,,Lane 1,87.5,87.4,>,3,Two Axle Truck or Bus,2,3.356,,,15.9,30.4,22.3,38.6,0,0,539
2/8/2014,11:01:43 AM,4:18:20,22:33:20,11:03:20,Saturday,,1391857303,,,Lane 1,95.5,95.6,>,3,Two Axle Truck or Bus,2,3.367,,,14.3,26.6,18.8,34.3,0,0,806
2/8/2014,11:01:45 AM,4:33:20,23:03:20,12:03:20,Saturday,,1391857305,,,Lane 1,93.9,93.9,>,3,Two Axle Truck or Bus,2,3.362,,,14.7,33,25.2,40.7,0,0,1058
2/8/2014,11:01:59 AM,4:48:20,23:33:20,13:03:20,Saturday,,1391857319,,,Lane 1,106.3,106.3,>,1,Short Vehicle,2,2.617,,,13.1,33,26.3,39.7,0,0,1102
2/8/2014,11:02:26 AM,5:03:20,0:03:20,14:03:20,Saturday,,1391857346,,,Lane 2,106.9,106.9,>,1,Short Vehicle,2,2.594,,,13.3,60.2,53.4,67,0,0,1026
2/8/2014,11:02:33 AM,5:18:20,0:33:20,15:03:20,Saturday,,1391857353,,,Lane 2,113,112.8,>,1,Short Vehicle,2,2.7,,,14,56.1,49,63.2,0,0,958
2/8/2014,11:02:48 AM,5:33:20,1:03:20,16:03:20,Saturday,,1391857368,,,Lane 1,83.6,83.5,>,3,Two Axle Truck or Bus,2,3.364,,,13.2,32.5,25.1,39.8,0,0,910
2/8/2014,11:02:51 AM,5:48:20,1:33:20,17:03:20,Saturday,,1391857371,,,Lane 1,82.8,82.6,>,8,Five Axle Articulated,5,14.109,,,19.4,34.2,23.6,44.7,0,0,1060
2/8/2014,11:03:02 AM,6:03:20,2:03:20,18:03:20,Saturday,,1391857382,,,Lane 2,101.4,101,>,1,Short Vehicle,2,2.795,,,13.8,59.7,52.6,66.8,0,0,1082
2/8/2014,11:03:10 AM,6:18:20,2:33:20,19:03:20,Saturday,,1391857390,,,Lane 2,115.3,115,>,1,Short Vehicle,2,2.847,,,15.2,59.4,51.7,67.2,0,0,750
2/8/2014,11:03:19 AM,6:33:20,3:03:20,20:03:20,Saturday,,1391857399,,,Lane 1,51.5,51.5,>,3,Two Axle Truck or Bus,2,3.83,,,14.7,29.7,21.9,37.6,0,0,369
2/8/2014,11:03:33 AM,6:48:20,3:33:20,21:03:20,Saturday,,1391857413,,,Lane 1,52,52,>,3,Two Axle Truck or Bus,2,3.355,,,13.3,27.8,20.7,35,0,0,135
2/8/2014,11:04:15 AM,7:03:20,4:03:20,22:03:20,Saturday,,1391857455,,,Lane 1,100.9,100.8,>,1,Short Vehicle,2,2.997,,,13.8,26,18.9,33,0,0,132
2/8/2014,11:04:51 AM,7:18:20,4:33:20,23:03:20,Saturday,,1391857491,,,Lane 1,93,92.9,>,1,Short Vehicle,2,3.091,,,12.9,31.3,24.8,37.9,0,0,0
2/8/2014,11:05:14 AM,7:33:20,5:03:20,0:03:20,Saturday,,1391857514,,,Lane 1,113.1,113,>,1,Short Vehicle,2,2.847,,,14.6,26.4,18.8,34,0,0,35
2/8/2014,11:05:36 AM,7:48:20,5:33:20,1:03:20,Saturday,,1391857536,,,Lane 1,69.3,69.8,>,1,Short Vehicle,2,2.952,,,15.3,29.2,20.8,37.6,0,0,145
2/8/2014,11:06:21 AM,8:03:20,6:03:20,2:03:20,Saturday,,1391857581,,,Lane 1,107.1,106.9,>,1,Short Vehicle,2,3.088,,,13.5,32.7,25.6,39.8,0,0,278
2/8/2014,11:06:26 AM,8:18:20,6:33:20,3:03:20,Saturday,,1391857586,,,Lane 1,114.3,114.1,>,1,Short Vehicle,2,2.951,,,15,27.3,19.6,35.1,0,0,383
2/8/2014,11:06:35 AM,8:33:20,7:03:20,4:03:20,Saturday,,1391857595,,,Lane 2,102.7,102.6,>,1,Short Vehicle,2,2.854,,,14.8,59.1,51.6,66.6,0,0,219
2/8/2014,11:06:40 AM,8:48:20,7:33:20,5:03:20,Saturday,,1391857600,,,Lane 1,111.6,111.5,>,1,Short Vehicle,2,2.77,,,14.6,32.4,24.9,39.8,0,0,177
2/8/2014,11:06:43 AM,9:03:20,8:03:20,6:03:20,Saturday,,1391857603,,,Lane 2,138.3,138.2,>,3,Two Axle Truck or Bus,2,3.716,,,16.4,60,51.8,68.2,0,0,181
2/8/2014,11:07:11 AM,9:18:20,8:33:20,7:03:20,Saturday,,1391857631,,,Lane 2,125.2,125.1,>,1,Short Vehicle,2,2.866,,,13.5,59.6,52.6,66.6,0,0,204
2/8/2014,11:07:20 AM,9:33:20,9:03:20,8:03:20,Saturday,,1391857640,,,Lane 2,151.3,151.5,>,1,Short Vehicle,2,2.854,,,14.9,57.9,50.3,65.5,0,0,198
2/8/2014,11:07:32 AM,9:48:20,9:33:20,9:03:20,Saturday,,1391857652,,,Lane 1,100.2,100.1,>,1,Short Vehicle,2,3.013,,,14.8,32.4,25,39.8,0,0,172
2/8/2014,11:08:07 AM,10:03:20,10:03:20,10:03:20,Saturday,,1391857687,,,Lane 1,106.8,106.6,>,1,Short Vehicle,2,2.987,,,13.3,33.8,27.1,40.4,0,0,528
2/8/2014,11:08:24 AM,10:18:20,10:33:20,11:03:20,Saturday,,1391857704,,,Lane 2,111.9,111.9,>,1,Short Vehicle,2,2.952,,,15.7,45.8,37.8,53.8,0,0,792
2/8/2014,11:09:05 AM,10:33:20,11:03:20,12:03:20,Saturday,,1391857745,,,Lane 2,134.8,134.9,>,1,Short Vehicle,2,2.275,,,13.4,62.6,55.8,69.4,0,0,1058
2/8/2014,11:09:11 AM,10:48:20,11:33:20,13:03:20,Saturday,,1391857751,,,Lane 1,109.1,109,>,1,Short Vehicle,2,3.103,,,12,34.2,27.2,41.1,0,0,1102
2/8/2014,11:09:14 AM,11:03:20,12:03:20,14:03:20,Saturday,,1391857754,,,Lane 1,104.4,104.3,>,1,Short Vehicle,2,2.566,,,13.4,29.3,22.6,36,0,0,1026
2/8/2014,11:09:24 AM,11:18:20,12:33:20,15:03:20,Saturday,,1391857764,,,Lane 1,96.9,96.4,>,2,Short Towing,3,6.329,,,14.7,32.7,25,40.3,0,0,958
2/8/2014,11:10:16 AM,11:33:20,13:03:20,16:03:20,Saturday,,1391857816,,,Lane 1,89.6,89.5,>,1,Short Vehicle,2,2.574,,,13,31.2,24.6,37.8,0,0,910
2/8/2014,11:10:27 AM,11:48:20,13:33:20,17:03:20,Saturday,,1391857827,,,Lane 2,137.7,137.6,>,1,Short Vehicle,2,2.965,,,13.5,64,56.9,71.1,0,0,1060
2/8/2014,11:10:30 AM,12:03:20,14:03:20,18:03:20,Saturday,,1391857830,,,Lane 1,71.8,71.9,>,5,Four Axle Truck,4,5.527,,,19.2,25.7,15.8,35.6,0,0,1082
2/8/2014,11:10:33 AM,12:18:20,14:33:20,19:03:20,Saturday,,1391857833,,,Lane 1,75.8,76.2,>,4,Three Axle Truck or Bus,3,5.922,,,16.5,27.8,17.9,37.7,0,0,750
2/8/2014,11:11:11 AM,12:33:20,15:03:20,20:03:20,Saturday,,1391857871,,,Lane 1,87.4,87.5,>,1,Short Vehicle,2,2.635,,,14,36.2,29.1,43.4,0,0,369
2/8/2014,11:11:22 AM,12:48:20,15:33:20,21:03:20,Saturday,,1391857882,,,Lane 2,121.8,121.5,>,1,Short Vehicle,2,2.886,,,13.6,52.9,45.7,60.2,0,0,135
2/8/2014,11:11:30 AM,13:03:20,16:03:20,22:03:20,Saturday,,1391857890,,,Lane 1,88.2,88.2,>,1,Short Vehicle,2,2.854,,,14.9,32.1,24.5,39.6,0,0,132
2/8/2014,11:11:34 AM,13:18:20,16:33:20,23:03:20,Saturday,,1391857894,,,Lane 2,108.4,108.5,>,1,Short Vehicle,2,2.771,,,12.5,58,51.7,64.3,0,0,0
2/8/2014,11:11:44 AM,13:33:20,17:03:20,0:03:20,Saturday,,1391857904,,,Lane 1,71.8,71.8,>,3,Two Axle Truck or Bus,2,3.443,,,14.4,26.4,18.7,34.2,0,0,35
2/8/2014,11:11:50 AM,13:48:20,17:33:20,1:03:20,Saturday,,1391857910,,,Lane 1,107.1,107.1,>,1,Short Vehicle,2,3.079,,,16.1,29.9,21.6,38.2,0,0,145
2/8/2014,11:11:58 AM,14:03:20,18:03:20,2:03:20,Saturday,,1391857918,,,Lane 2,152,151.8,>,1,Short Vehicle,2,2.918,,,13.7,62.5,55.6,69.5,0,0,278
2/8/2014,11:12:16 AM,14:18:20,18:33:20,3:03:20,Saturday,,1391857936,,,Lane 1,128.7,129,>,1,Short Vehicle,2,3.033,,,16.1,41.4,33.1,49.6,0,0,383
2/8/2014,11:12:19 AM,14:33:20,19:03:20,4:03:20,Saturday,,1391857939,,,Lane 2,104.2,104.1,>,1,Short Vehicle,2,2.959,,,12.6,51.5,45.1,57.9,0,0,219
2/8/2014,11:12:19 AM,14:48:20,19:33:20,5:03:20,Saturday,,1391857939,,,Lane 2,131.2,131,>,1,Short Vehicle,2,2.851,,,15.4,59.7,51.9,67.6,0,0,177
2/8/2014,11:12:26 AM,15:03:20,20:03:20,6:03:20,Saturday,,1391857946,,,Lane 2,125.2,124.8,>,1,Short Vehicle,2,3.034,,,13.8,60.7,52.7,68.8,0,0,181
2/8/2014,11:12:33 AM,15:18:20,20:33:20,7:03:20,Saturday,,1391857953,,,Lane 1,93.9,94,>,1,Short Vehicle,2,2.527,,,13.4,29,22.3,35.7,0,0,204
2/8/2014,11:12:37 AM,15:33:20,21:03:20,8:03:20,Saturday,,1391857957,,,Lane 2,148.8,148.9,>,1,Short Vehicle,2,2.853,,,14.9,62.1,54.6,69.5,0,0,198
2/8/2014,11:12:48 AM,15:48:20,21:33:20,9:03:20,Saturday,,1391857968,,,Lane 1,102.8,102.8,>,1,Short Vehicle,2,2.606,,,13.3,33.6,26.9,40.4,0,0,172
2/8/2014,11:13:12 AM,16:03:20,22:03:20,10:03:20,Saturday,,1391857992,,,Lane 1,112.2,112,>,1,Short Vehicle,2,2.87,,,12.9,30.1,23.4,36.7,0,0,528
2/8/2014,11:13:37 AM,16:18:20,22:33:20,11:03:20,Saturday,,1391858017,,,Lane 1,79,79.3,>,5,Four Axle Truck,4,6.149,,,17.7,28,18.2,37.9,0,0,768
2/8/2014,11:13:39 AM,16:33:20,23:03:20,12:03:20,Saturday,,1391858019,,,Lane 2,129.8,129.9,>,1,Short Vehicle,2,2.619,,,13.2,58.3,51.7,65,0,0,1058
2/8/2014,11:13:50 AM,16:48:20,23:33:20,13:03:20,Saturday,,1391858030,,,Lane 1,77.9,77.9,>,3,Two Axle Truck or Bus,2,3.366,,,15.7,28.9,20.8,37,0,0,1102
2/8/2014,11:14:35 AM,17:03:20,0:03:20,14:03:20,Saturday,,1391858075,,,Lane 1,88.5,88.3,>,1,Short Vehicle,2,2.6,,,13.5,32.4,25.5,39.3,0,0,1026
2/8/2014,11:14:50 AM,17:18:20,0:33:20,15:03:20,Saturday,,1391858090,,,Lane 2,132,132.1,>,1,Short Vehicle,2,2.849,,,14.8,57.6,50,65.2,0,0,958
2/8/2014,11:14:55 AM,17:33:20,1:03:20,16:03:20,Saturday,,1391858095,,,Lane 1,118.9,118.7,>,1,Short Vehicle,2,3.08,,,15.3,29,21.2,36.8,0,0,910
2/8/2014,11:15:00 AM,17:48:20,1:33:20,17:03:20,Saturday,,1391858100,,,Lane 2,129.9,129.9,>,1,Short Vehicle,2,2.851,,,14.7,63.4,55.9,70.9,0,0,1060
2/8/2014,11:15:26 AM,18:03:20,2:03:20,18:03:20,Saturday,,1391858126,,,Lane 1,141.5,141.5,>,1,Short Vehicle,2,2.857,,,15.4,35.8,27.9,43.7,0,0,1082
2/8/2014,11:16:00 AM,18:18:20,2:33:20,19:03:20,Saturday,,1391858160,,,Lane 1,92.1,92,>,1,Short Vehicle,2,2.603,,,13,30.9,24.1,37.6,0,0,750
2/8/2014,11:16:04 AM,18:33:20,3:03:20,20:03:20,Saturday,,1391858164,,,Lane 1,99.9,99.9,>,1,Short Vehicle,2,2.849,,,15.1,31.5,23.9,39.2,0,0,369
2/8/2014,11:16:56 AM,18:48:20,3:33:20,21:03:20,Saturday,,1391858216,,,Lane 1,117.6,117.3,>,1,Short Vehicle,2,2.604,,,13.2,33.8,27.1,40.4,0,0,135
2/8/2014,11:17:01 AM,19:03:20,4:03:20,22:03:20,Saturday,,1391858221,,,Lane 2,130.5,130.7,>,1,Short Vehicle,2,3.133,,,14.4,59.8,52.5,67,0,0,132
2/8/2014,11:17:20 AM,19:18:20,4:33:20,23:03:20,Saturday,,1391858240,,,Lane 2,119.6,119.7,>,1,Short Vehicle,2,2.926,,,12.8,64.7,57.6,71.8,0,0,0
2/8/2014,11:17:22 AM,19:33:20,5:03:20,0:03:20,Saturday,,1391858242,,,Lane 1,67.7,67.7,>,3,Two Axle Truck or Bus,2,3.359,,,14.2,30.8,23.2,38.3,0,0,35
2/8/2014,11:17:58 AM,19:48:20,5:33:20,1:03:20,Saturday,,1391858278,,,Lane 1,127.9,127.9,>,1,Short Vehicle,2,2.924,,,13.8,41.2,34.1,48.3,0,0,145
2/8/2014,11:18:08 AM,20:03:20,6:03:20,2:03:20,Saturday,,1391858288,,,Lane 1,81.2,81.2,>,3,Two Axle Truck or Bus,2,4.311,,,16.8,25,16.3,33.8,0,0,278
2/8/2014,11:18:21 AM,20:18:20,6:33:20,3:03:20,Saturday,,1391858301,,,Lane 1,76.4,76.4,>,3,Two Axle Truck or Bus,2,3.345,,,15.2,27.9,20,35.7,0,0,383
2/8/2014,11:18:22 AM,20:33:20,7:03:20,4:03:20,Saturday,,1391858302,,,Lane 2,127.9,127.6,>,1,Short Vehicle,2,2.967,,,14.8,63,55.6,70.5,0,0,219
2/8/2014,11:19:05 AM,20:48:20,7:33:20,5:03:20,Saturday,,1391858345,,,Lane 1,100.1,100.2,>,1,Short Vehicle,2,2.953,,,12.1,30,23.9,36.1,0,0,177
2/8/2014,11:19:06 AM,21:03:20,8:03:20,6:03:20,Saturday,,1391858346,,,Lane 2,103.7,103.6,>,1,Short Vehicle,2,2.596,,,13.3,62.1,55.4,68.8,0,0,181
2/8/2014,11:19:24 AM,21:18:20,8:33:20,7:03:20,Saturday,,1391858364,,,Lane 2,171.7,172.1,>,1,Short Vehicle,2,2.747,,,13.7,60.3,53.3,67.2,0,0,204
2/8/2014,11:19:29 AM,21:33:20,9:03:20,8:03:20,Saturday,,1391858369,,,Lane 2,125.6,125.9,>,1,Short Vehicle,2,2.732,,,14,58.4,51.1,65.8,0,0,198
2/8/2014,11:19:49 AM,21:48:20,9:33:20,9:03:20,Saturday,,1391858389,,,Lane 1,160.2,160,>,1,Short Vehicle,2,2.963,,,13.5,29.7,22.3,37.2,0,0,172
2/8/2014,11:19:49 AM,22:03:20,10:03:20,10:03:20,Saturday,,1391858389,,,Lane 2,163.8,164,>,1,Short Vehicle,2,2.953,,,14.6,64.1,56.5,71.7,0,0,528
2/8/2014,11:20:05 AM,22:18:20,10:33:20,11:03:20,Saturday,,1391858405,,,Lane 2,131.8,131.7,>,1,Short Vehicle,2,2.846,,,14.5,63.6,56.2,71,0,0,744
2/8/2014,11:20:31 AM,22:33:20,11:03:20,12:03:20,Saturday,,1391858431,,,Lane 1,62.4,62.4,>,4,Three Axle Truck or Bus,3,6.59,,,17.2,30.6,21,40.2,0,0,1058
2/8/2014,11:20:34 AM,22:48:20,11:33:20,13:03:20,Saturday,,1391858434,,,Lane 1,60,60.2,>,3,Two Axle Truck or Bus,2,5.568,,,17.5,27.5,18.5,36.6,0,0,1102
2/8/2014,11:20:46 AM,23:03:20,12:03:20,14:03:20,Saturday,,1391858446,,,Lane 1,85.5,85.3,>,3,Two Axle Truck or Bus,2,3.368,,,14.9,32.3,24.7,39.9,0,0,1026
2/8/2014,11:21:05 AM,23:18:20,12:33:20,15:03:20,Saturday,,1391858465,,,Lane 2,95.3,95.4,>,1,Short Vehicle,2,3.021,,,15.3,57.9,50.1,65.6,0,0,958
2/8/2014,11:21:13 AM,23:33:20,13:03:20,16:03:20,Saturday,,1391858473,,,Lane 1,90.5,90.6,>,1,Short Vehicle,2,2.732,,,13.3,27.4,20.5,34.3,0,0,910
2/8/2014,11:21:36 AM,23:48:20,13:33:20,17:03:20,Saturday,,1391858496,,,Lane 2,130.3,130.5,>,1,Short Vehicle,2,2.777,,,13.5,61.6,54.6,68.7,0,0,1060
2/8/2014,11:21:40 AM,0:03:20,14:03:20,18:03:20,Saturday,,1391858500,,,Lane 1,61.9,62,>,1,Short Vehicle,2,2.592,,,13.3,32.3,25.6,39.1,0,0,1082
2/8/2014,11:22:52 AM,0:18:20,14:33:20,19:03:20,Saturday,,1391858572,,,Lane 2,111.5,111.6,>,1,Short Vehicle,2,3.082,,,13.8,62.8,55.9,69.7,0,0,750
2/8/2014,11:22:58 AM,0:33:20,15:03:20,20:03:20,Saturday,,1391858578,,,Lane 2,145.6,145.6,>,1,Short Vehicle,2,3.076,,,15.7,59.3,51.2,67.5,0,0,369
2/8/2014,11:23:16 AM,0:48:20,15:33:20,21:03:20,Saturday,,1391858596,,,Lane 1,90.2,90.1,>,1,Short Vehicle,2,2.597,,,13.5,28.2,21.4,35.1,0,0,135
2/8/2014,11:23:31 AM,1:03:20,16:03:20,22:03:20,Saturday,,1391858611,,,Lane 1,136.7,136.6,>,1,Short Vehicle,2,2.654,,,12.7,31.6,24.7,38.6,0,0,132
2/8/2014,11:24:25 AM,1:18:20,16:33:20,23:03:20,Saturday,,1391858665,,,Lane 2,113,112.9,>,1,Short Vehicle,2,2.911,,,14.1,60.8,53.6,68.1,0,0,0
